x	y
10799.0	0.0
10849.0	0.0
10899.0	0.0
10949.0	0.0
10999.0	0.0
11049.0	0.0
11099.0	0.0
11149.0	0.0
11199.0	0.0
11249.0	0.0
11299.0	0.0
11349.0	0.0
11399.0	0.0
11449.0	0.0
11499.0	0.0
11549.0	0.0
11599.0	0.0
11649.0	0.0
11699.0	0.0
11749.0	0.0
11799.0	0.0
11849.0	0.0
11899.0	0.0
11949.0	0.0
11999.0	0.0
12049.0	0.0
12099.0	0.0
12149.0	0.0
12199.0	0.0
12249.0	0.0
12299.0	0.0
12349.0	0.0
12399.0	0.0
12449.0	0.0
12499.0	0.0
12549.0	0.0
12599.0	0.0
12649.0	0.0
12699.0	0.0
12749.0	0.0
12799.0	0.0
12849.0	0.0
12899.0	0.0
12949.0	0.0
12999.0	0.0
13049.0	0.0
13099.0	0.0
13149.0	0.0
13199.0	0.0
13249.0	0.0
13299.0	0.0
13349.0	0.0
13399.0	0.0
13449.0	0.0
13499.0	0.0
13549.0	0.0
13599.0	0.0
13649.0	0.0
13699.0	0.0
13749.0	0.0
13799.0	0.0
13849.0	0.0
13899.0	0.0
13949.0	0.0
13999.0	0.0
14049.0	0.0
14099.0	0.0
14149.0	0.0
14199.0	0.0
14249.0	0.0
14299.0	0.0
14349.0	0.0
14399.0	0.0
14449.0	0.0
14499.0	0.0
14549.0	0.0
14599.0	0.0
14649.0	0.0
14699.0	0.0
14749.0	0.0
14799.0	0.0
14849.0	0.0
14899.0	0.0
14949.0	0.0
14999.0	0.0
15049.0	0.0
15099.0	0.0
15149.0	0.0
15199.0	0.0
15249.0	0.0
15299.0	0.0
15349.0	0.0
15399.0	0.0
15449.0	0.0
15499.0	0.0
15549.0	0.0
15599.0	0.0
15649.0	0.0
15699.0	0.0
15749.0	0.0
15799.0	0.0
15849.0	0.0
15899.0	0.0
15949.0	0.0
15999.0	0.0
16049.0	0.0
16099.0	0.0
16149.0	0.0
16199.0	0.0
16249.0	0.0
16299.0	0.0
16349.0	0.0
16399.0	0.0
16449.0	0.0
16499.0	0.0
16549.0	0.0
16599.0	0.0
16649.0	0.0
16699.0	0.0
16749.0	0.0
16799.0	0.0
16849.0	0.0
16899.0	0.0
16949.0	0.0
16999.0	0.0
17049.0	0.0
17099.0	0.0
17149.0	0.0
17199.0	0.0
17249.0	0.0
17299.0	0.0
17349.0	0.0
17399.0	0.0
17449.0	0.0
17499.0	0.0
17549.0	0.0
17599.0	0.0
17649.0	0.0
17699.0	0.0
17749.0	0.0
17799.0	0.0
17849.0	0.0
17899.0	0.0
17949.0	0.0
17999.0	0.0
18049.0	0.0
18099.0	0.0
18149.0	0.0
18199.0	0.0
18249.0	0.0
18299.0	0.0
18349.0	0.0
18399.0	0.0
18449.0	0.0
18499.0	1.0
18549.0	0.0
18599.0	0.0
18649.0	0.0
18699.0	0.0
18749.0	0.0
18799.0	0.0
18849.0	0.0
18899.0	0.0
18949.0	0.0
18999.0	0.0
19049.0	0.0
19099.0	0.0
19149.0	0.0
19199.0	0.0
19249.0	0.0
19299.0	0.0
19349.0	0.0
19399.0	0.0
19449.0	0.0
19499.0	0.0
19549.0	0.0
19599.0	0.0
19649.0	0.0
19699.0	0.0
19749.0	0.0
19799.0	0.0
19849.0	0.0
19899.0	0.0
19949.0	0.0
19999.0	0.0
20049.0	0.0
20099.0	0.0
20149.0	0.0
20199.0	0.0
20249.0	0.0
20299.0	0.0
20349.0	0.0
20399.0	0.0
20449.0	0.0
20499.0	0.0
20549.0	0.0
20599.0	0.0
20649.0	1.0
20699.0	0.0
20749.0	0.0
20799.0	0.0
20849.0	0.0
20899.0	0.0
20949.0	0.0
20999.0	0.0
21049.0	0.0
21099.0	0.0
21149.0	0.0
21199.0	0.0
21249.0	0.0
21299.0	0.0
21349.0	0.0
21399.0	0.0
21449.0	0.0
21499.0	0.0
21549.0	0.0
21599.0	0.0
21649.0	0.0
21699.0	0.0
21749.0	0.0
21799.0	0.0
21849.0	0.0
21899.0	0.0
21949.0	0.0
21999.0	0.0
22049.0	0.0
22099.0	0.0
22149.0	0.0
22199.0	0.0
22249.0	0.0
22299.0	0.0
22349.0	0.0
22399.0	0.0
22449.0	0.0
22499.0	0.0
22549.0	0.0
22599.0	0.0
22649.0	0.0
22699.0	0.0
22749.0	0.0
22799.0	0.0
22849.0	0.0
22899.0	0.0
22949.0	0.0
22999.0	0.0
23049.0	0.0
23099.0	0.0
23149.0	0.0
23199.0	0.0
23249.0	0.0
23299.0	0.0
23349.0	0.0
23399.0	0.0
23449.0	0.0
23499.0	0.0
23549.0	0.0
23599.0	0.0
23649.0	0.0
23699.0	0.0
23749.0	0.0
23799.0	0.0
23849.0	0.0
23899.0	1.0
23949.0	0.0
23999.0	0.0
24049.0	0.0
24099.0	0.0
24149.0	0.0
24199.0	0.0
24249.0	0.0
24299.0	0.0
24349.0	0.0
24399.0	1.0
24449.0	0.0
24499.0	0.0
24549.0	0.0
24599.0	0.0
24649.0	0.0
24699.0	1.0
24749.0	0.0
24799.0	0.0
24849.0	0.0
24899.0	0.0
24949.0	0.0
24999.0	0.0
25049.0	0.0
25099.0	0.0
25149.0	0.0
25199.0	0.0
25249.0	0.0
25299.0	0.0
25349.0	0.0
25399.0	0.0
25449.0	0.0
25499.0	0.0
25549.0	0.0
25599.0	0.0
25649.0	0.0
25699.0	0.0
25749.0	0.0
25799.0	0.0
25849.0	0.0
25899.0	0.0
25949.0	0.0
25999.0	0.0
26049.0	0.0
26099.0	0.0
26149.0	0.0
26199.0	0.0
26249.0	0.0
26299.0	0.0
26349.0	0.0
26399.0	0.0
26449.0	0.0
26499.0	0.0
26549.0	0.0
26599.0	0.0
26649.0	0.0
26699.0	0.0
26749.0	0.0
26799.0	0.0
26849.0	0.0
26899.0	0.0
26949.0	0.0
26999.0	0.0
27049.0	0.0
27099.0	0.0
27149.0	0.0
27199.0	0.0
27249.0	0.0
27299.0	0.0
27349.0	0.0
27399.0	0.0
27449.0	0.0
27499.0	0.0
27549.0	0.0
27599.0	0.0
27649.0	0.0
27699.0	0.0
27749.0	0.0
27799.0	0.0
27849.0	0.0
27899.0	0.0
27949.0	0.0
27999.0	0.0
28049.0	0.0
28099.0	0.0
28149.0	0.0
28199.0	0.0
28249.0	1.0
28299.0	0.0
28349.0	0.0
28399.0	0.0
28449.0	0.0
28499.0	0.0
28549.0	0.0
28599.0	0.0
28649.0	0.0
28699.0	0.0
28749.0	0.0
28799.0	0.0
28849.0	0.0
28899.0	0.0
28949.0	0.0
28999.0	0.0
29049.0	0.0
29099.0	0.0
29149.0	0.0
29199.0	0.0
29249.0	0.0
29299.0	0.0
29349.0	0.0
29399.0	0.0
29449.0	0.0
29499.0	0.0
29549.0	0.0
29599.0	0.0
29649.0	0.0
29699.0	0.0
29749.0	0.0
29799.0	0.0
29849.0	0.0
29899.0	0.0
29949.0	0.0
29999.0	0.0
30049.0	0.0
30099.0	0.0
30149.0	0.0
30199.0	0.0
30249.0	0.0
30299.0	0.0
30349.0	0.0
30399.0	0.0
30449.0	0.0
30499.0	0.0
30549.0	0.0
30599.0	0.0
30649.0	0.0
30699.0	0.0
30749.0	0.0
30799.0	0.0
30849.0	0.0
30899.0	0.0
30949.0	0.0
30999.0	0.0
31049.0	0.0
31099.0	0.0
31149.0	0.0
31199.0	0.0
31249.0	0.0
31299.0	0.0
31349.0	0.0
31399.0	0.0
31449.0	0.0
31499.0	0.0
31549.0	0.0
31599.0	0.0
31649.0	0.0
31699.0	0.0
31749.0	0.0
31799.0	0.0
31849.0	0.0
31899.0	0.0
31949.0	0.0
31999.0	0.0
32049.0	0.0
32099.0	0.0
32149.0	0.0
32199.0	0.0
32249.0	0.0
32299.0	1.0
32349.0	0.0
32399.0	0.0
32449.0	0.0
32499.0	0.0
32549.0	0.0
32599.0	0.0
32649.0	0.0
32699.0	0.0
32749.0	0.0
32799.0	0.0
32849.0	0.0
32899.0	0.0
32949.0	0.0
32999.0	0.0
33049.0	0.0
33099.0	0.0
33149.0	1.0
33199.0	0.0
33249.0	0.0
33299.0	0.0
33349.0	0.0
33399.0	0.0
33449.0	0.0
33499.0	0.0
33549.0	0.0
33599.0	0.0
33649.0	0.0
33699.0	0.0
33749.0	0.0
33799.0	0.0
33849.0	0.0
33899.0	0.0
33949.0	0.0
33999.0	0.0
34049.0	0.0
34099.0	0.0
34149.0	0.0
34199.0	0.0
34249.0	0.0
34299.0	0.0
34349.0	0.0
34399.0	0.0
34449.0	0.0
34499.0	0.0
34549.0	0.0
34599.0	0.0
34649.0	0.0
34699.0	0.0
34749.0	0.0
34799.0	0.0
34849.0	0.0
34899.0	0.0
34949.0	0.0
34999.0	0.0
35049.0	0.0
35099.0	0.0
35149.0	0.0
35199.0	0.0
35249.0	0.0
35299.0	0.0
35349.0	0.0
35399.0	0.0
35449.0	1.0
35499.0	0.0
35549.0	0.0
35599.0	0.0
35649.0	0.0
35699.0	0.0
35749.0	0.0
35799.0	0.0
35849.0	0.0
35899.0	0.0
35949.0	0.0
35999.0	0.0
36049.0	0.0
36099.0	0.0
36149.0	1.0
36199.0	0.0
36249.0	0.0
36299.0	0.0
36349.0	0.0
36399.0	0.0
36449.0	0.0
36499.0	0.0
36549.0	0.0
36599.0	0.0
36649.0	0.0
36699.0	0.0
36749.0	0.0
36799.0	0.0
36849.0	0.0
36899.0	0.0
36949.0	0.0
36999.0	0.0
37049.0	0.0
37099.0	0.0
37149.0	0.0
37199.0	0.0
37249.0	0.0
37299.0	0.0
37349.0	0.0
37399.0	0.0
37449.0	0.0
37499.0	0.0
37549.0	0.0
37599.0	0.0
37649.0	0.0
37699.0	0.0
37749.0	0.0
37799.0	0.0
37849.0	0.0
37899.0	0.0
37949.0	0.0
37999.0	0.0
38049.0	0.0
38099.0	0.0
38149.0	0.0
38199.0	0.0
38249.0	0.0
38299.0	0.0
38349.0	0.0
38399.0	0.0
38449.0	0.0
38499.0	0.0
38549.0	0.0
38599.0	0.0
38649.0	0.0
38699.0	0.0
38749.0	0.0
38799.0	0.0
38849.0	0.0
38899.0	0.0
38949.0	0.0
38999.0	0.0
39049.0	0.0
39099.0	0.0
39149.0	0.0
39199.0	0.0
39249.0	0.0
39299.0	0.0
39349.0	0.0
39399.0	0.0
39449.0	0.0
39499.0	0.0
39549.0	0.0
39599.0	0.0
39649.0	0.0
39699.0	0.0
39749.0	0.0
39799.0	0.0
39849.0	0.0
39899.0	0.0
39949.0	0.0
39999.0	0.0
40049.0	0.0
40099.0	0.0
40149.0	0.0
40199.0	0.0
40249.0	0.0
40299.0	0.0
40349.0	0.0
40399.0	0.0
40449.0	0.0
40499.0	0.0
40549.0	0.0
40599.0	0.0
40649.0	0.0
40699.0	0.0
40749.0	0.0
40799.0	0.0
40849.0	0.0
40899.0	0.0
40949.0	0.0
40999.0	0.0
41049.0	0.0
41099.0	0.0
41149.0	0.0
41199.0	0.0
41249.0	0.0
41299.0	0.0
41349.0	0.0
41399.0	0.0
41449.0	0.0
41499.0	0.0
41549.0	0.0
41599.0	0.0
41649.0	0.0
41699.0	0.0
41749.0	0.0
41799.0	0.0
41849.0	0.0
41899.0	0.0
41949.0	0.0
41999.0	0.0
42049.0	0.0
42099.0	0.0
42149.0	0.0
42199.0	0.0
42249.0	0.0
42299.0	0.0
42349.0	0.0
42399.0	0.0
42449.0	0.0
42499.0	0.0
42549.0	0.0
42599.0	0.0
42649.0	0.0
42699.0	0.0
42749.0	0.0
42799.0	0.0
42849.0	0.0
42899.0	0.0
42949.0	0.0
42999.0	0.0
43049.0	0.0
43099.0	0.0
43149.0	0.0
43199.0	0.0
43249.0	0.0
43299.0	0.0
43349.0	0.0
43399.0	0.0
43449.0	0.0
43499.0	0.0
43549.0	0.0
43599.0	0.0
43649.0	0.0
43699.0	0.0
43749.0	0.0
43799.0	0.0
43849.0	0.0
43899.0	0.0
43949.0	0.0
43999.0	0.0
44049.0	0.0
44099.0	0.0
44149.0	1.0
44199.0	0.0
44249.0	0.0
44299.0	0.0
44349.0	0.0
44399.0	0.0
44449.0	0.0
44499.0	0.0
44549.0	0.0
44599.0	0.0
44649.0	0.0
44699.0	0.0
44749.0	0.0
44799.0	0.0
44849.0	0.0
44899.0	0.0
44949.0	0.0
44999.0	0.0
45049.0	0.0
45099.0	0.0
45149.0	0.0
45199.0	0.0
45249.0	0.0
45299.0	0.0
45349.0	0.0
45399.0	0.0
45449.0	0.0
45499.0	0.0
45549.0	0.0
45599.0	0.0
45649.0	0.0
45699.0	0.0
45749.0	0.0
45799.0	0.0
45849.0	0.0
45899.0	0.0
45949.0	0.0
45999.0	0.0
46049.0	0.0
46099.0	0.0
46149.0	0.0
46199.0	0.0
46249.0	0.0
46299.0	0.0
46349.0	0.0
46399.0	0.0
46449.0	0.0
46499.0	0.0
46549.0	0.0
46599.0	0.0
46649.0	0.0
46699.0	0.0
46749.0	0.0
46799.0	0.0
46849.0	0.0
46899.0	0.0
46949.0	0.0
46999.0	0.0
47049.0	0.0
47099.0	0.0
47149.0	0.0
47199.0	0.0
47249.0	0.0
47299.0	0.0
47349.0	0.0
47399.0	0.0
47449.0	0.0
47499.0	0.0
47549.0	0.0
47599.0	0.0
47649.0	0.0
47699.0	0.0
47749.0	0.0
47799.0	0.0
47849.0	0.0
47899.0	0.0
47949.0	0.0
47999.0	0.0
48049.0	0.0
48099.0	0.0
48149.0	1.0
48199.0	0.0
48249.0	1.0
48299.0	0.0
48349.0	0.0
48399.0	0.0
48449.0	0.0
48499.0	0.0
48549.0	0.0
48599.0	0.0
48649.0	0.0
48699.0	0.0
48749.0	0.0
48799.0	0.0
48849.0	0.0
48899.0	0.0
48949.0	0.0
48999.0	0.0
49049.0	0.0
49099.0	0.0
49149.0	0.0
49199.0	0.0
49249.0	0.0
49299.0	0.0
49349.0	0.0
49399.0	0.0
49449.0	1.0
49499.0	0.0
49549.0	0.0
49599.0	0.0
49649.0	0.0
49699.0	0.0
49749.0	0.0
49799.0	0.0
49849.0	0.0
49899.0	0.0
49949.0	0.0
49999.0	0.0
50049.0	0.0
50099.0	0.0
50149.0	0.0
50199.0	0.0
50249.0	0.0
50299.0	0.0
50349.0	0.0
50399.0	0.0
50449.0	0.0
50499.0	0.0
50549.0	0.0
50599.0	0.0
50649.0	0.0
50699.0	0.0
50749.0	0.0
50799.0	0.0
50849.0	0.0
50899.0	0.0
50949.0	0.0
50999.0	0.0
51049.0	0.0
51099.0	0.0
51149.0	0.0
51199.0	0.0
51249.0	0.0
51299.0	0.0
51349.0	0.0
51399.0	0.0
51449.0	0.0
51499.0	0.0
51549.0	0.0
51599.0	0.0
51649.0	0.0
51699.0	0.0
51749.0	0.0
51799.0	0.0
51849.0	0.0
51899.0	0.0
51949.0	0.0
51999.0	0.0
52049.0	0.0
52099.0	0.0
52149.0	0.0
52199.0	0.0
52249.0	0.0
52299.0	0.0
52349.0	0.0
52399.0	0.0
52449.0	0.0
52499.0	0.0
52549.0	0.0
52599.0	0.0
52649.0	0.0
52699.0	1.0
52749.0	0.0
52799.0	0.0
52849.0	1.0
52899.0	0.0
52949.0	0.0
52999.0	0.0
53049.0	0.0
53099.0	0.0
53149.0	0.0
53199.0	0.0
53249.0	0.0
53299.0	0.0
53349.0	0.0
53399.0	0.0
53449.0	0.0
53499.0	0.0
53549.0	1.0
53599.0	0.0
53649.0	1.0
53699.0	0.0
53749.0	0.0
53799.0	0.0
53849.0	0.0
53899.0	0.0
53949.0	0.0
53999.0	0.0
54049.0	0.0
54099.0	0.0
54149.0	0.0
54199.0	0.0
54249.0	0.0
54299.0	0.0
54349.0	0.0
54399.0	0.0
54449.0	0.0
54499.0	0.0
54549.0	0.0
54599.0	0.0
54649.0	0.0
54699.0	0.0
54749.0	0.0
54799.0	0.0
54849.0	0.0
54899.0	0.0
54949.0	0.0
54999.0	0.0
55049.0	1.0
55099.0	0.0
55149.0	0.0
55199.0	0.0
55249.0	0.0
55299.0	0.0
55349.0	0.0
55399.0	0.0
55449.0	0.0
55499.0	0.0
55549.0	0.0
55599.0	1.0
55649.0	0.0
55699.0	1.0
55749.0	0.0
55799.0	0.0
55849.0	1.0
55899.0	0.0
55949.0	0.0
55999.0	0.0
56049.0	0.0
56099.0	0.0
56149.0	0.0
56199.0	0.0
56249.0	0.0
56299.0	0.0
56349.0	0.0
56399.0	0.0
56449.0	0.0
56499.0	0.0
56549.0	1.0
56599.0	0.0
56649.0	0.0
56699.0	0.0
56749.0	1.0
56799.0	0.0
56849.0	0.0
56899.0	0.0
56949.0	0.0
56999.0	0.0
57049.0	0.0
57099.0	0.0
57149.0	0.0
57199.0	0.0
57249.0	0.0
57299.0	0.0
57349.0	0.0
57399.0	1.0
57449.0	0.0
57499.0	0.0
57549.0	0.0
57599.0	0.0
57649.0	0.0
57699.0	0.0
57749.0	0.0
57799.0	0.0
57849.0	0.0
57899.0	0.0
57949.0	0.0
57999.0	0.0
58049.0	0.0
58099.0	0.0
58149.0	0.0
58199.0	0.0
58249.0	0.0
58299.0	0.0
58349.0	0.0
58399.0	0.0
58449.0	0.0
58499.0	0.0
58549.0	0.0
58599.0	0.0
58649.0	0.0
58699.0	0.0
58749.0	1.0
58799.0	0.0
58849.0	0.0
58899.0	0.0
58949.0	0.0
58999.0	0.0
59049.0	0.0
59099.0	0.0
59149.0	0.0
59199.0	0.0
59249.0	0.0
59299.0	0.0
59349.0	0.0
59399.0	0.0
59449.0	0.0
59499.0	0.0
59549.0	0.0
59599.0	0.0
59649.0	0.0
59699.0	0.0
59749.0	0.0
59799.0	0.0
59849.0	0.0
59899.0	0.0
59949.0	0.0
59999.0	0.0
60049.0	0.0
60099.0	0.0
60149.0	0.0
60199.0	0.0
60249.0	0.0
60299.0	1.0
60349.0	0.0
60399.0	0.0
60449.0	0.0
60499.0	0.0
60549.0	0.0
60599.0	0.0
60649.0	0.0
60699.0	0.0
60749.0	0.0
60799.0	0.0
60849.0	0.0
60899.0	0.0
60949.0	0.0
60999.0	0.0
61049.0	0.0
61099.0	0.0
61149.0	0.0
61199.0	0.0
61249.0	0.0
61299.0	0.0
61349.0	0.0
61399.0	0.0
61449.0	0.0
61499.0	0.0
61549.0	0.0
61599.0	0.0
61649.0	0.0
61699.0	0.0
61749.0	0.0
61799.0	0.0
61849.0	0.0
61899.0	0.0
61949.0	0.0
61999.0	0.0
62049.0	0.0
62099.0	0.0
62149.0	0.0
62199.0	1.0
62249.0	0.0
62299.0	0.0
62349.0	0.0
62399.0	0.0
62449.0	0.0
62499.0	1.0
62549.0	0.0
62599.0	0.0
62649.0	0.0
62699.0	0.0
62749.0	0.0
62799.0	0.0
62849.0	0.0
62899.0	2.0
62949.0	1.0
62999.0	0.0
63049.0	0.0
63099.0	0.0
63149.0	0.0
63199.0	0.0
63249.0	0.0
63299.0	0.0
63349.0	1.0
63399.0	1.0
63449.0	0.0
63499.0	0.0
63549.0	0.0
63599.0	0.0
63649.0	0.0
63699.0	0.0
63749.0	0.0
63799.0	0.0
63849.0	1.0
63899.0	0.0
63949.0	0.0
63999.0	0.0
64049.0	1.0
64099.0	0.0
64149.0	0.0
64199.0	0.0
64249.0	0.0
64299.0	1.0
64349.0	0.0
64399.0	0.0
64449.0	0.0
64499.0	0.0
64549.0	0.0
64599.0	0.0
64649.0	1.0
64699.0	0.0
64749.0	0.0
64799.0	0.0
64849.0	0.0
64899.0	0.0
64949.0	0.0
64999.0	0.0
65049.0	0.0
65099.0	0.0
65149.0	0.0
65199.0	0.0
65249.0	0.0
65299.0	0.0
65349.0	0.0
65399.0	0.0
65449.0	0.0
65499.0	0.0
65549.0	0.0
65599.0	0.0
65649.0	0.0
65699.0	0.0
65749.0	0.0
65799.0	0.0
65849.0	0.0
65899.0	0.0
65949.0	0.0
65999.0	0.0
66049.0	0.0
66099.0	0.0
66149.0	0.0
66199.0	0.0
66249.0	0.0
66299.0	0.0
66349.0	0.0
66399.0	0.0
66449.0	0.0
66499.0	0.0
66549.0	0.0
66599.0	0.0
66649.0	0.0
66699.0	0.0
66749.0	0.0
66799.0	0.0
66849.0	0.0
66899.0	0.0
66949.0	0.0
66999.0	0.0
67049.0	0.0
67099.0	0.0
67149.0	0.0
67199.0	0.0
67249.0	1.0
67299.0	0.0
67349.0	0.0
67399.0	0.0
67449.0	0.0
67499.0	0.0
67549.0	0.0
67599.0	0.0
67649.0	0.0
67699.0	0.0
67749.0	0.0
67799.0	0.0
67849.0	0.0
67899.0	0.0
67949.0	1.0
67999.0	0.0
68049.0	0.0
68099.0	0.0
68149.0	0.0
68199.0	0.0
68249.0	0.0
68299.0	0.0
68349.0	0.0
68399.0	0.0
68449.0	1.0
68499.0	1.0
68549.0	0.0
68599.0	0.0
68649.0	0.0
68699.0	0.0
68749.0	0.0
68799.0	0.0
68849.0	0.0
68899.0	1.0
68949.0	0.0
68999.0	0.0
69049.0	0.0
69099.0	0.0
69149.0	0.0
69199.0	0.0
69249.0	0.0
69299.0	0.0
69349.0	0.0
69399.0	0.0
69449.0	0.0
69499.0	0.0
69549.0	0.0
69599.0	0.0
69649.0	0.0
69699.0	0.0
69749.0	0.0
69799.0	0.0
69849.0	0.0
69899.0	0.0
69949.0	0.0
69999.0	0.0
70049.0	0.0
70099.0	1.0
70149.0	0.0
70199.0	0.0
70249.0	0.0
70299.0	0.0
70349.0	0.0
70399.0	0.0
70449.0	0.0
70499.0	0.0
70549.0	1.0
70599.0	1.0
70649.0	0.0
70699.0	0.0
70749.0	0.0
70799.0	0.0
70849.0	0.0
70899.0	0.0
70949.0	0.0
70999.0	2.0
71049.0	0.0
71099.0	0.0
71149.0	0.0
71199.0	0.0
71249.0	0.0
71299.0	1.0
71349.0	0.0
71399.0	0.0
71449.0	0.0
71499.0	0.0
71549.0	0.0
71599.0	0.0
71649.0	0.0
71699.0	0.0
71749.0	0.0
71799.0	0.0
71849.0	0.0
71899.0	0.0
71949.0	0.0
71999.0	0.0
72049.0	0.0
72099.0	0.0
72149.0	0.0
72199.0	0.0
72249.0	0.0
72299.0	0.0
72349.0	0.0
72399.0	0.0
72449.0	0.0
72499.0	0.0
72549.0	0.0
72599.0	0.0
72649.0	0.0
72699.0	0.0
72749.0	0.0
72799.0	0.0
72849.0	0.0
72899.0	0.0
72949.0	1.0
72999.0	0.0
73049.0	0.0
73099.0	0.0
73149.0	0.0
73199.0	1.0
73249.0	0.0
73299.0	0.0
73349.0	0.0
73399.0	1.0
73449.0	0.0
73499.0	0.0
73549.0	0.0
73599.0	0.0
73649.0	0.0
73699.0	0.0
73749.0	0.0
73799.0	0.0
73849.0	0.0
73899.0	0.0
73949.0	0.0
73999.0	0.0
74049.0	0.0
74099.0	0.0
74149.0	0.0
74199.0	0.0
74249.0	0.0
74299.0	1.0
74349.0	0.0
74399.0	0.0
74449.0	1.0
74499.0	0.0
74549.0	0.0
74599.0	0.0
74649.0	0.0
74699.0	0.0
74749.0	0.0
74799.0	0.0
74849.0	0.0
74899.0	0.0
74949.0	0.0
74999.0	0.0
75049.0	1.0
75099.0	0.0
75149.0	0.0
75199.0	0.0
75249.0	0.0
75299.0	1.0
75349.0	0.0
75399.0	0.0
75449.0	0.0
75499.0	0.0
75549.0	0.0
75599.0	0.0
75649.0	0.0
75699.0	0.0
75749.0	1.0
75799.0	0.0
75849.0	0.0
75899.0	0.0
75949.0	0.0
75999.0	0.0
76049.0	1.0
76099.0	0.0
76149.0	0.0
76199.0	0.0
76249.0	0.0
76299.0	0.0
76349.0	0.0
76399.0	0.0
76449.0	0.0
76499.0	0.0
76549.0	0.0
76599.0	0.0
76649.0	0.0
76699.0	0.0
76749.0	0.0
76799.0	0.0
76849.0	0.0
76899.0	0.0
76949.0	0.0
76999.0	0.0
77049.0	0.0
77099.0	0.0
77149.0	0.0
77199.0	0.0
77249.0	0.0
77299.0	0.0
77349.0	0.0
77399.0	0.0
77449.0	2.0
77499.0	0.0
77549.0	0.0
77599.0	0.0
77649.0	1.0
77699.0	0.0
77749.0	1.0
77799.0	0.0
77849.0	1.0
77899.0	0.0
