x	y
11325.0	0.0
11375.0	0.0
11425.0	0.0
11475.0	0.0
11525.0	0.0
11575.0	0.0
11625.0	0.0
11675.0	0.0
11725.0	0.0
11775.0	0.0
11825.0	0.0
11875.0	0.0
11925.0	0.0
11975.0	0.0
12025.0	0.0
12075.0	0.0
12125.0	0.0
12175.0	0.0
12225.0	0.0
12275.0	0.0
12325.0	0.0
12375.0	0.0
12425.0	0.0
12475.0	0.0
12525.0	0.0
12575.0	0.0
12625.0	0.0
12675.0	0.0
12725.0	0.0
12775.0	0.0
12825.0	0.0
12875.0	0.0
12925.0	0.0
12975.0	0.0
13025.0	0.0
13075.0	0.0
13125.0	0.0
13175.0	0.0
13225.0	0.0
13275.0	0.0
13325.0	0.0
13375.0	0.0
13425.0	0.0
13475.0	0.0
13525.0	0.0
13575.0	0.0
13625.0	0.0
13675.0	0.0
13725.0	0.0
13775.0	0.0
13825.0	0.0
13875.0	0.0
13925.0	0.0
13975.0	0.0
14025.0	0.0
14075.0	0.0
14125.0	0.0
14175.0	0.0
14225.0	0.0
14275.0	0.0
14325.0	0.0
14375.0	0.0
14425.0	0.0
14475.0	0.0
14525.0	0.0
14575.0	0.0
14625.0	0.0
14675.0	0.0
14725.0	0.0
14775.0	0.0
14825.0	0.0
14875.0	0.0
14925.0	0.0
14975.0	0.0
15025.0	0.0
15075.0	0.0
15125.0	0.0
15175.0	0.0
15225.0	0.0
15275.0	0.0
15325.0	0.0
15375.0	0.0
15425.0	0.0
15475.0	0.0
15525.0	0.0
15575.0	0.0
15625.0	0.0
15675.0	0.0
15725.0	0.0
15775.0	0.0
15825.0	0.0
15875.0	0.0
15925.0	0.0
15975.0	0.0
16025.0	1.0
16075.0	0.0
16125.0	0.0
16175.0	0.0
16225.0	0.0
16275.0	0.0
16325.0	0.0
16375.0	0.0
16425.0	0.0
16475.0	0.0
16525.0	0.0
16575.0	0.0
16625.0	0.0
16675.0	0.0
16725.0	0.0
16775.0	0.0
16825.0	0.0
16875.0	0.0
16925.0	0.0
16975.0	0.0
17025.0	0.0
17075.0	0.0
17125.0	0.0
17175.0	0.0
17225.0	0.0
17275.0	0.0
17325.0	0.0
17375.0	0.0
17425.0	0.0
17475.0	0.0
17525.0	0.0
17575.0	0.0
17625.0	0.0
17675.0	0.0
17725.0	0.0
17775.0	0.0
17825.0	0.0
17875.0	0.0
17925.0	0.0
17975.0	0.0
18025.0	0.0
18075.0	0.0
18125.0	0.0
18175.0	0.0
18225.0	0.0
18275.0	0.0
18325.0	0.0
18375.0	0.0
18425.0	0.0
18475.0	0.0
18525.0	0.0
18575.0	0.0
18625.0	0.0
18675.0	0.0
18725.0	0.0
18775.0	0.0
18825.0	0.0
18875.0	0.0
18925.0	0.0
18975.0	0.0
19025.0	0.0
19075.0	0.0
19125.0	0.0
19175.0	0.0
19225.0	0.0
19275.0	0.0
19325.0	0.0
19375.0	0.0
19425.0	0.0
19475.0	0.0
19525.0	0.0
19575.0	0.0
19625.0	0.0
19675.0	0.0
19725.0	0.0
19775.0	0.0
19825.0	0.0
19875.0	0.0
19925.0	0.0
19975.0	0.0
20025.0	0.0
20075.0	0.0
20125.0	0.0
20175.0	0.0
20225.0	0.0
20275.0	0.0
20325.0	0.0
20375.0	0.0
20425.0	0.0
20475.0	0.0
20525.0	0.0
20575.0	0.0
20625.0	0.0
20675.0	1.0
20725.0	0.0
20775.0	0.0
20825.0	0.0
20875.0	0.0
20925.0	0.0
20975.0	0.0
21025.0	0.0
21075.0	0.0
21125.0	0.0
21175.0	0.0
21225.0	0.0
21275.0	1.0
21325.0	0.0
21375.0	0.0
21425.0	0.0
21475.0	0.0
21525.0	0.0
21575.0	0.0
21625.0	0.0
21675.0	0.0
21725.0	0.0
21775.0	0.0
21825.0	0.0
21875.0	0.0
21925.0	0.0
21975.0	0.0
22025.0	0.0
22075.0	0.0
22125.0	0.0
22175.0	0.0
22225.0	0.0
22275.0	0.0
22325.0	0.0
22375.0	0.0
22425.0	0.0
22475.0	0.0
22525.0	0.0
22575.0	0.0
22625.0	0.0
22675.0	0.0
22725.0	0.0
22775.0	0.0
22825.0	0.0
22875.0	0.0
22925.0	0.0
22975.0	0.0
23025.0	0.0
23075.0	0.0
23125.0	0.0
23175.0	0.0
23225.0	0.0
23275.0	0.0
23325.0	0.0
23375.0	0.0
23425.0	0.0
23475.0	0.0
23525.0	0.0
23575.0	0.0
23625.0	0.0
23675.0	0.0
23725.0	0.0
23775.0	0.0
23825.0	0.0
23875.0	0.0
23925.0	0.0
23975.0	0.0
24025.0	1.0
24075.0	0.0
24125.0	0.0
24175.0	0.0
24225.0	0.0
24275.0	0.0
24325.0	0.0
24375.0	0.0
24425.0	0.0
24475.0	0.0
24525.0	0.0
24575.0	0.0
24625.0	0.0
24675.0	0.0
24725.0	0.0
24775.0	0.0
24825.0	0.0
24875.0	0.0
24925.0	0.0
24975.0	0.0
25025.0	0.0
25075.0	0.0
25125.0	0.0
25175.0	0.0
25225.0	0.0
25275.0	0.0
25325.0	0.0
25375.0	0.0
25425.0	0.0
25475.0	0.0
25525.0	0.0
25575.0	0.0
25625.0	0.0
25675.0	0.0
25725.0	0.0
25775.0	0.0
25825.0	0.0
25875.0	0.0
25925.0	0.0
25975.0	0.0
26025.0	0.0
26075.0	0.0
26125.0	0.0
26175.0	0.0
26225.0	0.0
26275.0	0.0
26325.0	0.0
26375.0	0.0
26425.0	0.0
26475.0	0.0
26525.0	0.0
26575.0	0.0
26625.0	0.0
26675.0	0.0
26725.0	0.0
26775.0	0.0
26825.0	0.0
26875.0	0.0
26925.0	0.0
26975.0	0.0
27025.0	0.0
27075.0	0.0
27125.0	0.0
27175.0	0.0
27225.0	0.0
27275.0	0.0
27325.0	0.0
27375.0	0.0
27425.0	0.0
27475.0	0.0
27525.0	1.0
27575.0	0.0
27625.0	0.0
27675.0	0.0
27725.0	0.0
27775.0	0.0
27825.0	0.0
27875.0	0.0
27925.0	0.0
27975.0	0.0
28025.0	0.0
28075.0	0.0
28125.0	0.0
28175.0	0.0
28225.0	0.0
28275.0	0.0
28325.0	0.0
28375.0	0.0
28425.0	0.0
28475.0	0.0
28525.0	0.0
28575.0	0.0
28625.0	0.0
28675.0	0.0
28725.0	0.0
28775.0	0.0
28825.0	0.0
28875.0	0.0
28925.0	0.0
28975.0	0.0
29025.0	0.0
29075.0	0.0
29125.0	0.0
29175.0	0.0
29225.0	0.0
29275.0	0.0
29325.0	0.0
29375.0	0.0
29425.0	0.0
29475.0	0.0
29525.0	0.0
29575.0	0.0
29625.0	0.0
29675.0	0.0
29725.0	0.0
29775.0	0.0
29825.0	0.0
29875.0	0.0
29925.0	0.0
29975.0	0.0
30025.0	0.0
30075.0	0.0
30125.0	0.0
30175.0	0.0
30225.0	0.0
30275.0	0.0
30325.0	0.0
30375.0	0.0
30425.0	0.0
30475.0	0.0
30525.0	0.0
30575.0	0.0
30625.0	0.0
30675.0	0.0
30725.0	0.0
30775.0	0.0
30825.0	0.0
30875.0	0.0
30925.0	0.0
30975.0	0.0
31025.0	0.0
31075.0	0.0
31125.0	0.0
31175.0	0.0
31225.0	0.0
31275.0	0.0
31325.0	0.0
31375.0	0.0
31425.0	0.0
31475.0	0.0
31525.0	0.0
31575.0	0.0
31625.0	1.0
31675.0	0.0
31725.0	0.0
31775.0	0.0
31825.0	0.0
31875.0	0.0
31925.0	0.0
31975.0	0.0
32025.0	0.0
32075.0	0.0
32125.0	0.0
32175.0	0.0
32225.0	0.0
32275.0	0.0
32325.0	0.0
32375.0	0.0
32425.0	0.0
32475.0	0.0
32525.0	0.0
32575.0	0.0
32625.0	0.0
32675.0	0.0
32725.0	0.0
32775.0	0.0
32825.0	0.0
32875.0	0.0
32925.0	0.0
32975.0	0.0
33025.0	0.0
33075.0	0.0
33125.0	0.0
33175.0	0.0
33225.0	0.0
33275.0	0.0
33325.0	0.0
33375.0	0.0
33425.0	0.0
33475.0	0.0
33525.0	0.0
33575.0	0.0
33625.0	0.0
33675.0	0.0
33725.0	0.0
33775.0	0.0
33825.0	0.0
33875.0	0.0
33925.0	0.0
33975.0	0.0
34025.0	0.0
34075.0	0.0
34125.0	0.0
34175.0	0.0
34225.0	0.0
34275.0	0.0
34325.0	0.0
34375.0	0.0
34425.0	0.0
34475.0	0.0
34525.0	0.0
34575.0	0.0
34625.0	0.0
34675.0	0.0
34725.0	0.0
34775.0	0.0
34825.0	0.0
34875.0	0.0
34925.0	0.0
34975.0	0.0
35025.0	0.0
35075.0	0.0
35125.0	0.0
35175.0	0.0
35225.0	0.0
35275.0	0.0
35325.0	0.0
35375.0	0.0
35425.0	0.0
35475.0	0.0
35525.0	0.0
35575.0	0.0
35625.0	0.0
35675.0	0.0
35725.0	0.0
35775.0	0.0
35825.0	1.0
35875.0	0.0
35925.0	0.0
35975.0	0.0
36025.0	0.0
36075.0	0.0
36125.0	0.0
36175.0	0.0
36225.0	0.0
36275.0	0.0
36325.0	0.0
36375.0	0.0
36425.0	0.0
36475.0	0.0
36525.0	0.0
36575.0	0.0
36625.0	0.0
36675.0	0.0
36725.0	0.0
36775.0	0.0
36825.0	0.0
36875.0	0.0
36925.0	0.0
36975.0	0.0
37025.0	0.0
37075.0	0.0
37125.0	0.0
37175.0	0.0
37225.0	0.0
37275.0	0.0
37325.0	0.0
37375.0	0.0
37425.0	0.0
37475.0	0.0
37525.0	1.0
37575.0	0.0
37625.0	0.0
37675.0	0.0
37725.0	0.0
37775.0	0.0
37825.0	0.0
37875.0	0.0
37925.0	0.0
37975.0	0.0
38025.0	0.0
38075.0	0.0
38125.0	0.0
38175.0	0.0
38225.0	0.0
38275.0	0.0
38325.0	0.0
38375.0	0.0
38425.0	0.0
38475.0	0.0
38525.0	0.0
38575.0	0.0
38625.0	0.0
38675.0	0.0
38725.0	0.0
38775.0	0.0
38825.0	0.0
38875.0	0.0
38925.0	0.0
38975.0	0.0
39025.0	0.0
39075.0	0.0
39125.0	0.0
39175.0	0.0
39225.0	0.0
39275.0	0.0
39325.0	0.0
39375.0	0.0
39425.0	0.0
39475.0	0.0
39525.0	0.0
39575.0	0.0
39625.0	0.0
39675.0	0.0
39725.0	0.0
39775.0	0.0
39825.0	0.0
39875.0	0.0
39925.0	0.0
39975.0	0.0
40025.0	0.0
40075.0	0.0
40125.0	0.0
40175.0	0.0
40225.0	0.0
40275.0	0.0
40325.0	0.0
40375.0	0.0
40425.0	0.0
40475.0	0.0
40525.0	0.0
40575.0	0.0
40625.0	0.0
40675.0	0.0
40725.0	0.0
40775.0	0.0
40825.0	0.0
40875.0	0.0
40925.0	0.0
40975.0	0.0
41025.0	0.0
41075.0	0.0
41125.0	0.0
41175.0	0.0
41225.0	0.0
41275.0	0.0
41325.0	0.0
41375.0	0.0
41425.0	0.0
41475.0	0.0
41525.0	0.0
41575.0	0.0
41625.0	0.0
41675.0	0.0
41725.0	0.0
41775.0	0.0
41825.0	0.0
41875.0	0.0
41925.0	0.0
41975.0	0.0
42025.0	0.0
42075.0	0.0
42125.0	0.0
42175.0	0.0
42225.0	0.0
42275.0	0.0
42325.0	0.0
42375.0	0.0
42425.0	0.0
42475.0	0.0
42525.0	0.0
42575.0	0.0
42625.0	0.0
42675.0	0.0
42725.0	0.0
42775.0	0.0
42825.0	0.0
42875.0	0.0
42925.0	0.0
42975.0	0.0
43025.0	0.0
43075.0	0.0
43125.0	0.0
43175.0	0.0
43225.0	0.0
43275.0	0.0
43325.0	0.0
43375.0	0.0
43425.0	0.0
43475.0	0.0
43525.0	0.0
43575.0	0.0
43625.0	0.0
43675.0	0.0
43725.0	0.0
43775.0	0.0
43825.0	0.0
43875.0	0.0
43925.0	1.0
43975.0	0.0
44025.0	0.0
44075.0	0.0
44125.0	0.0
44175.0	0.0
44225.0	0.0
44275.0	0.0
44325.0	0.0
44375.0	0.0
44425.0	0.0
44475.0	0.0
44525.0	0.0
44575.0	0.0
44625.0	0.0
44675.0	0.0
44725.0	0.0
44775.0	0.0
44825.0	0.0
44875.0	0.0
44925.0	0.0
44975.0	0.0
45025.0	0.0
45075.0	0.0
45125.0	0.0
45175.0	1.0
45225.0	0.0
45275.0	0.0
45325.0	0.0
45375.0	0.0
45425.0	0.0
45475.0	0.0
45525.0	0.0
45575.0	0.0
45625.0	0.0
45675.0	0.0
45725.0	0.0
45775.0	0.0
45825.0	0.0
45875.0	0.0
45925.0	0.0
45975.0	0.0
46025.0	0.0
46075.0	0.0
46125.0	0.0
46175.0	0.0
46225.0	0.0
46275.0	0.0
46325.0	0.0
46375.0	0.0
46425.0	0.0
46475.0	0.0
46525.0	0.0
46575.0	0.0
46625.0	0.0
46675.0	0.0
46725.0	0.0
46775.0	0.0
46825.0	0.0
46875.0	0.0
46925.0	0.0
46975.0	0.0
47025.0	0.0
47075.0	0.0
47125.0	0.0
47175.0	0.0
47225.0	0.0
47275.0	0.0
47325.0	0.0
47375.0	0.0
47425.0	0.0
47475.0	0.0
47525.0	0.0
47575.0	0.0
47625.0	0.0
47675.0	0.0
47725.0	0.0
47775.0	0.0
47825.0	0.0
47875.0	0.0
47925.0	0.0
47975.0	0.0
48025.0	0.0
48075.0	0.0
48125.0	0.0
48175.0	0.0
48225.0	0.0
48275.0	0.0
48325.0	0.0
48375.0	0.0
48425.0	0.0
48475.0	0.0
48525.0	0.0
48575.0	0.0
48625.0	0.0
48675.0	0.0
48725.0	0.0
48775.0	0.0
48825.0	0.0
48875.0	0.0
48925.0	0.0
48975.0	0.0
49025.0	0.0
49075.0	0.0
49125.0	0.0
49175.0	0.0
49225.0	1.0
49275.0	0.0
49325.0	0.0
49375.0	0.0
49425.0	0.0
49475.0	0.0
49525.0	0.0
49575.0	0.0
49625.0	0.0
49675.0	0.0
49725.0	0.0
49775.0	0.0
49825.0	0.0
49875.0	0.0
49925.0	0.0
49975.0	0.0
50025.0	0.0
50075.0	0.0
50125.0	0.0
50175.0	0.0
50225.0	0.0
50275.0	0.0
50325.0	0.0
50375.0	0.0
50425.0	0.0
50475.0	0.0
50525.0	0.0
50575.0	0.0
50625.0	0.0
50675.0	0.0
50725.0	0.0
50775.0	0.0
50825.0	0.0
50875.0	0.0
50925.0	0.0
50975.0	0.0
51025.0	0.0
51075.0	0.0
51125.0	0.0
51175.0	0.0
51225.0	0.0
51275.0	0.0
51325.0	0.0
51375.0	0.0
51425.0	0.0
51475.0	0.0
51525.0	0.0
51575.0	0.0
51625.0	0.0
51675.0	1.0
51725.0	0.0
51775.0	1.0
51825.0	0.0
51875.0	0.0
51925.0	0.0
51975.0	0.0
52025.0	0.0
52075.0	0.0
52125.0	0.0
52175.0	0.0
52225.0	0.0
52275.0	1.0
52325.0	0.0
52375.0	0.0
52425.0	0.0
52475.0	0.0
52525.0	0.0
52575.0	0.0
52625.0	0.0
52675.0	0.0
52725.0	0.0
52775.0	0.0
52825.0	0.0
52875.0	0.0
52925.0	0.0
52975.0	0.0
53025.0	0.0
53075.0	0.0
53125.0	0.0
53175.0	0.0
53225.0	0.0
53275.0	0.0
53325.0	0.0
53375.0	0.0
53425.0	0.0
53475.0	0.0
53525.0	0.0
53575.0	0.0
53625.0	0.0
53675.0	0.0
53725.0	0.0
53775.0	0.0
53825.0	0.0
53875.0	0.0
53925.0	0.0
53975.0	0.0
54025.0	0.0
54075.0	0.0
54125.0	0.0
54175.0	0.0
54225.0	0.0
54275.0	0.0
54325.0	0.0
54375.0	0.0
54425.0	0.0
54475.0	0.0
54525.0	0.0
54575.0	1.0
54625.0	0.0
54675.0	0.0
54725.0	0.0
54775.0	0.0
54825.0	0.0
54875.0	0.0
54925.0	0.0
54975.0	0.0
55025.0	0.0
55075.0	1.0
55125.0	0.0
55175.0	0.0
55225.0	0.0
55275.0	1.0
55325.0	0.0
55375.0	0.0
55425.0	0.0
55475.0	1.0
55525.0	0.0
55575.0	0.0
55625.0	1.0
55675.0	0.0
55725.0	0.0
55775.0	0.0
55825.0	0.0
55875.0	1.0
55925.0	0.0
55975.0	1.0
56025.0	0.0
56075.0	0.0
56125.0	0.0
56175.0	0.0
56225.0	0.0
56275.0	0.0
56325.0	1.0
56375.0	0.0
56425.0	0.0
56475.0	0.0
56525.0	0.0
56575.0	0.0
56625.0	0.0
56675.0	0.0
56725.0	0.0
56775.0	0.0
56825.0	0.0
56875.0	0.0
56925.0	0.0
56975.0	0.0
57025.0	0.0
57075.0	0.0
57125.0	0.0
57175.0	0.0
57225.0	0.0
57275.0	0.0
57325.0	0.0
57375.0	0.0
57425.0	0.0
57475.0	0.0
57525.0	0.0
57575.0	0.0
57625.0	0.0
57675.0	0.0
57725.0	0.0
57775.0	0.0
57825.0	0.0
57875.0	0.0
57925.0	0.0
57975.0	1.0
58025.0	0.0
58075.0	0.0
58125.0	1.0
58175.0	1.0
58225.0	1.0
58275.0	0.0
58325.0	0.0
58375.0	0.0
58425.0	0.0
58475.0	0.0
58525.0	0.0
58575.0	1.0
58625.0	0.0
58675.0	0.0
58725.0	0.0
58775.0	0.0
58825.0	1.0
58875.0	0.0
58925.0	0.0
58975.0	0.0
59025.0	0.0
59075.0	0.0
59125.0	0.0
59175.0	0.0
59225.0	0.0
59275.0	0.0
59325.0	0.0
59375.0	0.0
59425.0	0.0
59475.0	0.0
59525.0	0.0
59575.0	0.0
59625.0	0.0
59675.0	0.0
59725.0	0.0
59775.0	0.0
59825.0	0.0
59875.0	0.0
59925.0	0.0
59975.0	0.0
60025.0	0.0
60075.0	0.0
60125.0	0.0
60175.0	0.0
60225.0	0.0
60275.0	1.0
60325.0	0.0
60375.0	0.0
60425.0	0.0
60475.0	0.0
60525.0	0.0
60575.0	0.0
60625.0	0.0
60675.0	0.0
60725.0	0.0
60775.0	0.0
60825.0	0.0
60875.0	0.0
60925.0	0.0
60975.0	0.0
61025.0	0.0
61075.0	0.0
61125.0	0.0
61175.0	0.0
61225.0	0.0
61275.0	0.0
61325.0	0.0
61375.0	0.0
61425.0	0.0
61475.0	0.0
61525.0	0.0
61575.0	0.0
61625.0	0.0
61675.0	0.0
61725.0	0.0
61775.0	0.0
61825.0	0.0
61875.0	0.0
61925.0	0.0
61975.0	0.0
62025.0	0.0
62075.0	0.0
62125.0	0.0
62175.0	0.0
62225.0	0.0
62275.0	0.0
62325.0	0.0
62375.0	0.0
62425.0	0.0
62475.0	0.0
62525.0	0.0
62575.0	0.0
62625.0	0.0
62675.0	0.0
62725.0	0.0
62775.0	0.0
62825.0	0.0
62875.0	0.0
62925.0	0.0
62975.0	0.0
63025.0	0.0
63075.0	0.0
63125.0	0.0
63175.0	0.0
63225.0	0.0
63275.0	0.0
63325.0	0.0
63375.0	0.0
63425.0	0.0
63475.0	0.0
63525.0	0.0
63575.0	0.0
63625.0	1.0
63675.0	0.0
63725.0	0.0
63775.0	0.0
63825.0	0.0
63875.0	0.0
63925.0	0.0
63975.0	0.0
64025.0	0.0
64075.0	0.0
64125.0	0.0
64175.0	0.0
64225.0	0.0
64275.0	0.0
64325.0	1.0
64375.0	0.0
64425.0	0.0
64475.0	1.0
64525.0	0.0
64575.0	0.0
64625.0	0.0
64675.0	0.0
64725.0	0.0
64775.0	0.0
64825.0	0.0
64875.0	0.0
64925.0	1.0
64975.0	0.0
65025.0	0.0
65075.0	0.0
65125.0	0.0
65175.0	0.0
65225.0	0.0
65275.0	0.0
65325.0	0.0
65375.0	0.0
65425.0	0.0
65475.0	0.0
65525.0	0.0
65575.0	0.0
65625.0	0.0
65675.0	0.0
65725.0	0.0
65775.0	0.0
65825.0	0.0
65875.0	0.0
65925.0	1.0
65975.0	1.0
66025.0	0.0
66075.0	2.0
66125.0	0.0
66175.0	0.0
66225.0	0.0
66275.0	0.0
66325.0	0.0
66375.0	0.0
66425.0	0.0
66475.0	0.0
66525.0	1.0
66575.0	0.0
66625.0	1.0
66675.0	0.0
66725.0	0.0
66775.0	0.0
66825.0	0.0
66875.0	0.0
66925.0	0.0
66975.0	1.0
67025.0	0.0
67075.0	0.0
67125.0	0.0
67175.0	1.0
67225.0	0.0
67275.0	0.0
67325.0	1.0
67375.0	1.0
67425.0	0.0
67475.0	0.0
67525.0	0.0
67575.0	0.0
67625.0	0.0
67675.0	0.0
67725.0	0.0
67775.0	0.0
67825.0	0.0
67875.0	0.0
67925.0	0.0
67975.0	0.0
68025.0	0.0
68075.0	0.0
68125.0	0.0
68175.0	0.0
68225.0	1.0
68275.0	0.0
68325.0	0.0
68375.0	0.0
68425.0	0.0
68475.0	0.0
68525.0	0.0
68575.0	0.0
68625.0	1.0
68675.0	0.0
68725.0	0.0
68775.0	0.0
68825.0	0.0
68875.0	0.0
68925.0	0.0
68975.0	0.0
69025.0	0.0
69075.0	0.0
69125.0	1.0
69175.0	0.0
69225.0	1.0
69275.0	1.0
69325.0	0.0
69375.0	1.0
69425.0	0.0
69475.0	0.0
69525.0	1.0
69575.0	0.0
69625.0	0.0
69675.0	0.0
69725.0	0.0
69775.0	0.0
69825.0	0.0
69875.0	0.0
69925.0	0.0
69975.0	0.0
70025.0	1.0
70075.0	0.0
70125.0	1.0
70175.0	0.0
70225.0	0.0
70275.0	0.0
70325.0	1.0
70375.0	0.0
70425.0	0.0
70475.0	0.0
70525.0	0.0
70575.0	1.0
70625.0	0.0
70675.0	0.0
70725.0	1.0
70775.0	0.0
70825.0	0.0
70875.0	0.0
70925.0	0.0
70975.0	2.0
71025.0	1.0
71075.0	0.0
71125.0	1.0
71175.0	0.0
71225.0	1.0
71275.0	0.0
71325.0	0.0
71375.0	0.0
71425.0	0.0
71475.0	0.0
71525.0	2.0
71575.0	0.0
71625.0	0.0
71675.0	0.0
71725.0	0.0
71775.0	1.0
71825.0	0.0
71875.0	1.0
71925.0	2.0
71975.0	1.0
72025.0	0.0
72075.0	0.0
72125.0	0.0
72175.0	0.0
72225.0	0.0
72275.0	0.0
72325.0	0.0
72375.0	0.0
72425.0	0.0
72475.0	0.0
72525.0	0.0
72575.0	1.0
72625.0	0.0
72675.0	1.0
72725.0	0.0
72775.0	0.0
72825.0	0.0
72875.0	0.0
72925.0	0.0
72975.0	0.0
73025.0	0.0
73075.0	0.0
73125.0	1.0
73175.0	0.0
73225.0	0.0
73275.0	2.0
73325.0	0.0
73375.0	0.0
73425.0	0.0
73475.0	0.0
73525.0	1.0
73575.0	0.0
73625.0	0.0
73675.0	1.0
73725.0	0.0
73775.0	1.0
73825.0	0.0
73875.0	0.0
73925.0	0.0
73975.0	1.0
74025.0	0.0
74075.0	0.0
74125.0	0.0
74175.0	1.0
74225.0	1.0
74275.0	0.0
74325.0	1.0
74375.0	0.0
74425.0	1.0
74475.0	0.0
74525.0	1.0
74575.0	0.0
74625.0	0.0
74675.0	0.0
74725.0	1.0
74775.0	1.0
74825.0	1.0
74875.0	0.0
74925.0	1.0
74975.0	0.0
75025.0	0.0
75075.0	0.0
75125.0	0.0
75175.0	0.0
75225.0	1.0
75275.0	0.0
75325.0	0.0
75375.0	0.0
75425.0	0.0
75475.0	1.0
75525.0	0.0
75575.0	0.0
75625.0	1.0
75675.0	0.0
75725.0	1.0
75775.0	0.0
75825.0	0.0
75875.0	0.0
75925.0	0.0
75975.0	0.0
76025.0	0.0
76075.0	0.0
76125.0	0.0
76175.0	1.0
76225.0	0.0
76275.0	0.0
76325.0	0.0
76375.0	1.0
76425.0	1.0
76475.0	0.0
76525.0	0.0
76575.0	2.0
76625.0	0.0
76675.0	1.0
76725.0	1.0
76775.0	0.0
76825.0	1.0
76875.0	0.0
76925.0	0.0
76975.0	0.0
77025.0	0.0
77075.0	0.0
77125.0	0.0
77175.0	1.0
77225.0	1.0
77275.0	0.0
77325.0	0.0
77375.0	0.0
77425.0	0.0
77475.0	0.0
77525.0	0.0
77575.0	0.0
77625.0	1.0
77675.0	0.0
77725.0	0.0
77775.0	1.0
77825.0	1.0
77875.0	2.0
77925.0	0.0
77975.0	0.0
78025.0	1.0
78075.0	0.0
78125.0	3.0
78175.0	0.0
78225.0	1.0
78275.0	0.0
78325.0	0.0
78375.0	0.0
78425.0	1.0
78475.0	0.0
78525.0	0.0
78575.0	1.0
78625.0	0.0
78675.0	0.0
78725.0	1.0
78775.0	0.0
78825.0	0.0
78875.0	0.0
78925.0	0.0
78975.0	0.0
79025.0	1.0
79075.0	0.0
79125.0	0.0
79175.0	0.0
79225.0	0.0
79275.0	0.0
79325.0	0.0
79375.0	0.0
79425.0	1.0
79475.0	0.0
